ID,TARGET,0,1,2,3,4,5,6,7,8,9
0,4,0.0985652,0.012662023,0.038832225,0.028167933,0.70980084,0.012845983,0.010154269,0.04588939,0.017357757,0.025724417
1,5,0.059246544,0.008823991,0.015651682,0.008403178,0.050707113,0.8154234,0.007412639,0.010895785,0.015018284,0.008417322
2,2,0.18070306,0.048024192,0.29131696,0.014752008,0.014639032,0.014915643,0.008510809,0.011475685,0.1511033,0.2645592
3,2,0.036423367,0.014711765,0.74167156,0.041517854,0.027146108,0.019577045,0.010642202,0.0074401004,0.028867686,0.072002254
4,3,0.115182415,0.03217348,0.008540128,0.6869101,0.011732839,0.025428372,0.019324802,0.0714448,0.015773706,0.013489445
5,8,0.014593715,0.016673088,0.01402576,0.020864679,0.013726186,0.010721371,0.0061834026,0.008355555,0.8687823,0.026074046
6,7,0.12890999,0.042548373,0.026859598,0.005413404,0.091093145,0.07170742,0.013239986,0.56727475,0.038527828,0.014425533
7,6,0.03556772,0.015485917,0.017165428,0.006587754,0.018163314,0.012415169,0.8388143,0.010132158,0.02368513,0.02198307
8,7,0.03099122,0.0062722717,0.021195004,0.013770157,0.033006247,0.024894476,0.022222083,0.798883,0.012700436,0.03606513
9,7,0.037875667,0.010614225,0.020152463,0.017840475,0.03220624,0.032083035,0.010440627,0.7607589,0.023756783,0.054271717
10,0,0.675528,0.024402644,0.027239751,0.020105666,0.01788229,0.17013234,0.014333929,0.018029826,0.015948419,0.01639709
11,9,0.027088435,0.006913799,0.009349915,0.01957488,0.042718187,0.01396759,0.0074834987,0.07850337,0.019900579,0.7744997
12,1,0.015726777,0.8192562,0.024863178,0.035872918,0.02158775,0.026740609,0.0076028444,0.012950596,0.024651099,0.010748014
13,7,0.039193038,0.030233359,0.028312074,0.019250855,0.23908837,0.019958733,0.012852343,0.5670056,0.0099517265,0.034153923
14,3,0.004892737,0.012188043,0.21177863,0.65845704,0.013502668,0.025082009,0.011164136,0.0077043404,0.03458641,0.020643994
15,4,0.13559727,0.023542902,0.03907517,0.023564674,0.4783439,0.2139776,0.016117062,0.042462513,0.012526708,0.014792137
16,2,0.034775894,0.010891785,0.53932625,0.032437507,0.021512529,0.012609038,0.009600355,0.013968174,0.04492892,0.2799495
17,9,0.04970576,0.010419851,0.034175366,0.013120102,0.012363319,0.036818437,0.008855333,0.05224711,0.14539781,0.6368969
18,9,0.04229462,0.007024777,0.010407951,0.0056713875,0.018731995,0.013486941,0.0040812385,0.015461845,0.05051438,0.83232486
19,0,0.71173084,0.018390829,0.02080889,0.01601414,0.021548599,0.15565276,0.008850173,0.019448772,0.013663325,0.01389168
20,7,0.049699623,0.024494858,0.030320898,0.01590173,0.015094026,0.0074002678,0.013012949,0.77082163,0.03670571,0.036548305
21,8,0.1811901,0.036213756,0.034544423,0.030164434,0.033510808,0.012695991,0.022373281,0.044083316,0.57203686,0.03318704
22,0,0.34174523,0.21844412,0.07148325,0.17297351,0.009374923,0.034461185,0.021864263,0.010238418,0.04664366,0.0727715
23,5,0.013879435,0.007877726,0.01039429,0.0064339912,0.02652659,0.89895695,0.007711129,0.010880939,0.008861334,0.008477644
24,2,0.037933733,0.017176084,0.61439234,0.026413914,0.01708793,0.024543088,0.008660594,0.00971511,0.030667929,0.2134093
25,2,0.013315309,0.0074890754,0.85595864,0.03292356,0.020752134,0.021255808,0.0071502575,0.005966495,0.016857782,0.018330965
26,2,0.035777394,0.009167534,0.7466236,0.027146418,0.020707106,0.023442648,0.009473963,0.008433271,0.02615959,0.09306842
27,1,0.05087822,0.38710117,0.0107560875,0.009090205,0.038818683,0.028451625,0.021829948,0.3398546,0.00820869,0.10501076
28,7,0.047355168,0.009996844,0.029956663,0.018995361,0.02866032,0.028437806,0.012076375,0.744237,0.019483887,0.06080053
29,8,0.01655427,0.0066957064,0.006827618,0.010639932,0.04945518,0.008090031,0.0056714383,0.059132416,0.62227327,0.21466015
30,1,0.01527665,0.82343036,0.024239447,0.040485065,0.017921831,0.021558106,0.013420726,0.008939718,0.026653765,0.008074252
31,3,0.19549406,0.019211877,0.020065684,0.645733,0.01048517,0.013117504,0.012170986,0.048612732,0.0110001275,0.024108825
32,0,0.64547026,0.0060365484,0.016344618,0.0064688455,0.20587888,0.06553099,0.007887475,0.015346236,0.026133826,0.0049023507
33,2,0.033422865,0.015700262,0.7872758,0.06562099,0.03197892,0.022252997,0.012691774,0.0100702215,0.0119769,0.009009266
34,8,0.037360884,0.09779541,0.08923741,0.011360761,0.0126757445,0.29212406,0.0050784443,0.011142871,0.35033196,0.092892446
35,4,0.0146193085,0.040364396,0.017597347,0.007702681,0.495857,0.035723757,0.3208542,0.03499181,0.023687482,0.008602009
36,3,0.030442948,0.0071153603,0.008920148,0.88371986,0.007366727,0.004343949,0.011438605,0.019354891,0.01648028,0.010817287
37,5,0.19240966,0.009764452,0.26421106,0.010608642,0.041888647,0.32139814,0.012819423,0.025954036,0.023669446,0.09727649
38,8,0.010345025,0.0140918875,0.0080268495,0.031498563,0.012846015,0.008900649,0.0060473434,0.006720302,0.8834648,0.018058583
39,3,0.09887354,0.03819143,0.012571226,0.69145674,0.012806415,0.022326047,0.018535823,0.064968616,0.019546954,0.020723158
40,2,0.031060306,0.019421665,0.66427886,0.08565484,0.03374212,0.021831643,0.012527916,0.00891482,0.0645329,0.058034908
41,9,0.042576563,0.01763761,0.015390079,0.35724705,0.007880748,0.030640606,0.011061871,0.010889615,0.017977199,0.48869863
42,7,0.03735963,0.010625615,0.020656513,0.016960494,0.033076543,0.029083792,0.011116413,0.76498234,0.02395822,0.052180372
43,7,0.024256626,0.0066324375,0.009991525,0.0136729935,0.016548911,0.020932343,0.0117641445,0.85698235,0.013474192,0.025744427
44,3,0.10208612,0.04747801,0.012714043,0.61724275,0.012505867,0.033492763,0.019337377,0.11632313,0.021469712,0.017350215
45,5,0.012835916,0.005906413,0.0098995585,0.0074116653,0.01759349,0.9190793,0.00409403,0.0047438205,0.01190409,0.0065317242
46,7,0.014755235,0.0066315876,0.010281642,0.009542613,0.011793678,0.03327375,0.0051432555,0.88251215,0.008406671,0.017659454
47,9,0.11934442,0.021634407,0.2987228,0.07795614,0.015214516,0.03963411,0.016804516,0.027085623,0.050955053,0.33264852
48,7,0.05426735,0.020041334,0.017486548,0.013991256,0.009674726,0.0058174212,0.014919629,0.809206,0.031739097,0.02285657
49,7,0.046187904,0.0075961305,0.026212838,0.018372368,0.028468803,0.035874378,0.010473397,0.76343316,0.017457696,0.04592334
50,9,0.024982996,0.010397234,0.009202593,0.017978631,0.09995523,0.026791207,0.010252076,0.11155343,0.01951075,0.66937584
51,8,0.03275831,0.016003497,0.041235793,0.00978444,0.0075729527,0.0900865,0.004483417,0.0062704375,0.7139823,0.07782232
52,7,0.04331855,0.0066355974,0.027607635,0.13239837,0.017993355,0.035117812,0.009615313,0.6863231,0.02053294,0.020457346
53,6,0.015032414,0.017304694,0.019637177,0.00898043,0.050947737,0.032961242,0.8157171,0.013897434,0.017139321,0.008382393
54,5,0.03721544,0.01337283,0.009959184,0.018084375,0.024994368,0.61967057,0.0075566773,0.21776004,0.015978301,0.035408206
55,0,0.7060458,0.0075397817,0.02910325,0.01745767,0.032324485,0.10866468,0.015792942,0.014054332,0.02648864,0.04252834
56,4,0.009567188,0.075339176,0.019823585,0.012984848,0.7233876,0.02714762,0.014348489,0.0903887,0.014360934,0.012651931
57,9,0.046532076,0.008279366,0.08805657,0.02070497,0.06284531,0.06354677,0.0055833766,0.21149424,0.06425939,0.42869782
58,0,0.45026654,0.043718643,0.03231796,0.00627972,0.024707383,0.0438262,0.008050266,0.048533287,0.23101984,0.11128026
59,3,0.0044140937,0.012423623,0.0038862422,0.8806078,0.01278253,0.0070534567,0.010951969,0.05131516,0.007871093,0.008694014
60,7,0.031423714,0.0063012033,0.0125254765,0.013071464,0.016046036,0.02651367,0.0085712215,0.8353114,0.01401435,0.036221486
61,9,0.026099984,0.04358995,0.012126213,0.024464315,0.02669321,0.022301957,0.011690288,0.10973683,0.026913233,0.6963841
62,9,0.075161114,0.007740687,0.026896335,0.010378013,0.009799293,0.035752438,0.0043649855,0.029830422,0.025037698,0.77503896
63,8,0.097269565,0.026724588,0.03584109,0.013445524,0.02299069,0.04158093,0.007943022,0.13566047,0.598873,0.01967111
64,3,0.017086294,0.015729304,0.014292137,0.8172394,0.02689134,0.026529582,0.008836735,0.01926153,0.027400903,0.026732806
65,8,0.03739166,0.031162817,0.01588218,0.018479867,0.018994683,0.004491418,0.0068382313,0.009842621,0.83837396,0.018542541
66,3,0.12863128,0.069053374,0.040786635,0.55529,0.010274354,0.039076127,0.021152105,0.014809776,0.050258867,0.07066753
67,3,0.099110484,0.028700281,0.010243902,0.68075204,0.012686925,0.026489109,0.019864384,0.08810734,0.01637684,0.01766865
68,7,0.053111386,0.010431523,0.03446949,0.020202944,0.02943886,0.030871563,0.0116596855,0.71438396,0.021666951,0.07376361
69,0,0.2922555,0.03984486,0.14759958,0.14578502,0.009826672,0.098568484,0.01620642,0.010204293,0.0260371,0.21367207
70,8,0.16482903,0.037123773,0.029064499,0.013109339,0.07865936,0.012712103,0.0069287317,0.0125285145,0.6218289,0.023215672
71,7,0.03126846,0.0071433345,0.011815679,0.013527192,0.018381946,0.03400956,0.007519676,0.8275886,0.01549373,0.033251904
72,8,0.1385933,0.035377827,0.20210941,0.055940565,0.124428645,0.013261995,0.012508089,0.06267476,0.28698137,0.06812406
73,9,0.06602553,0.027733644,0.18408102,0.042791203,0.041501965,0.14318593,0.01783437,0.020072587,0.027271125,0.42950267
74,7,0.03493038,0.0070369556,0.015789779,0.01759928,0.02577053,0.06626062,0.008882592,0.77502614,0.0148963565,0.033807397
75,7,0.030955413,0.006814037,0.009643727,0.009096037,0.019631548,0.017517133,0.008194193,0.8572206,0.01525718,0.02567019
76,5,0.018666055,0.008162145,0.014872029,0.0104337,0.15539104,0.7490112,0.0076702284,0.013396355,0.012484632,0.009912599
77,7,0.074567296,0.012561954,0.041505303,0.033312086,0.059043285,0.108225204,0.015484518,0.5829316,0.018871507,0.053497247
78,4,0.0061066365,0.015953757,0.02899579,0.0122101465,0.8519505,0.013873215,0.010867279,0.036007363,0.0120004285,0.012034806
79,5,0.02420811,0.01019763,0.020753618,0.016169203,0.2891312,0.5894278,0.0075312643,0.01076528,0.015863733,0.015952166
80,5,0.042393472,0.0071247886,0.01632936,0.00806696,0.05347385,0.82371545,0.0067363186,0.01293401,0.018033642,0.011192108
81,0,0.46361157,0.023471644,0.032660447,0.013013927,0.017690651,0.3257804,0.012503707,0.014452272,0.06769677,0.02911863
82,5,0.03289291,0.007579548,0.012507399,0.0060776714,0.045702644,0.8591801,0.0058927205,0.0070976857,0.015195932,0.007873395
83,5,0.044224,0.015051464,0.010361002,0.020382151,0.026381299,0.61981,0.0060386197,0.20487094,0.014119864,0.038760655
84,4,0.026102254,0.00903102,0.04055936,0.014136966,0.83843356,0.018621605,0.0074053123,0.011076895,0.0068759243,0.027757168
85,3,0.25503603,0.01234747,0.011652352,0.612342,0.011233949,0.013656124,0.022026192,0.011324901,0.02324127,0.027139718
86,5,0.04972277,0.00879237,0.017561037,0.012154089,0.16717717,0.6974989,0.0074445084,0.01206455,0.015089435,0.012495208
87,5,0.012323839,0.0051355744,0.010283352,0.010209848,0.015493072,0.91767997,0.00503909,0.006626226,0.009513366,0.0076956847
88,6,0.032927603,0.014466171,0.012181063,0.0063060117,0.0144854225,0.021024076,0.8222207,0.009276211,0.015016939,0.05209584
89,5,0.012783665,0.0048976154,0.009386312,0.009575211,0.014459705,0.92212224,0.0043005343,0.006948158,0.008318022,0.0072084377
90,0,0.87958306,0.0057301503,0.016446318,0.011208032,0.02636734,0.016000465,0.0049469564,0.008584302,0.012993395,0.018140133
91,7,0.030017829,0.006538377,0.012520572,0.013155145,0.015925044,0.026388038,0.0074271588,0.8343928,0.013825861,0.039809167
92,8,0.08360696,0.028852778,0.019608958,0.016914742,0.015998814,0.0074121617,0.00578639,0.010306723,0.7867907,0.024721755
93,4,0.014195116,0.0421299,0.02516989,0.018293694,0.50607055,0.01963646,0.010653726,0.338049,0.011994307,0.013807374
94,1,0.016104022,0.8833054,0.004202241,0.005802063,0.0039813844,0.016995866,0.0037854828,0.042782627,0.013686003,0.009354906
95,5,0.024098955,0.0061073205,0.014330596,0.012580767,0.016471336,0.8905931,0.0048842146,0.0033216646,0.018335845,0.009276167
96,7,0.03601041,0.0070243557,0.016475594,0.019210305,0.024815617,0.071010076,0.008080671,0.76169693,0.01587334,0.039802667
97,9,0.056046646,0.012895279,0.031398956,0.015816147,0.042802047,0.017379994,0.011054834,0.24713197,0.08304906,0.48242497
98,4,0.0119082965,0.079269946,0.03865617,0.014319407,0.46893045,0.1363426,0.149723,0.061300006,0.022898257,0.01665187
99,7,0.03288429,0.0063033747,0.01788589,0.012049383,0.020854764,0.02534649,0.010606662,0.833181,0.012986343,0.027901853
100,9,0.03142603,0.0094431015,0.009771573,0.016012734,0.045791328,0.019153263,0.008590944,0.07579338,0.02031957,0.7636981
101,8,0.10835698,0.02300103,0.036983564,0.017162772,0.0335577,0.059453942,0.008505418,0.14829366,0.5522634,0.012421536
102,8,0.042365965,0.012770993,0.021724785,0.011583949,0.023392197,0.16493046,0.006845558,0.025705483,0.6472998,0.043380797
103,8,0.061256748,0.025388246,0.02267219,0.046825062,0.013284666,0.015683675,0.013588119,0.008947729,0.7793266,0.013026941
104,7,0.051418785,0.008582049,0.026163714,0.024100523,0.03376031,0.085844524,0.008880067,0.7093066,0.0139214145,0.038022023
105,8,0.014695416,0.018651867,0.01501207,0.020227812,0.014555776,0.010017189,0.006210529,0.009203139,0.866002,0.025424192
106,4,0.010990223,0.009783986,0.024252847,0.016290693,0.74189353,0.041181102,0.014022379,0.12136098,0.00856331,0.011660932
107,2,0.03517725,0.022427475,0.73124814,0.047609348,0.022674175,0.028646305,0.014651992,0.0092673395,0.017023277,0.07127478
108,4,0.024947641,0.005775032,0.055823125,0.0070341346,0.79427683,0.02085408,0.0098630795,0.032618497,0.018860152,0.029947378
109,0,0.7210875,0.01411326,0.028699787,0.024230216,0.01523726,0.1349535,0.008663078,0.013528914,0.018598443,0.020888055
110,7,0.027835956,0.006676421,0.010213161,0.012784495,0.017563352,0.036335345,0.010818867,0.83965,0.013160484,0.024961898
111,3,0.00494638,0.011168675,0.026431173,0.87294984,0.0063406113,0.009100589,0.005021331,0.016605265,0.008608818,0.038827337
112,0,0.5845828,0.049425907,0.019298557,0.009704641,0.016985904,0.014707539,0.012367022,0.25357935,0.018493224,0.020854987
113,2,0.017169742,0.007734589,0.82466495,0.048806734,0.03066961,0.017336017,0.00881324,0.009152573,0.02119596,0.014456587
114,9,0.019033862,0.061689045,0.01451929,0.010322546,0.013668172,0.010686955,0.011284077,0.014714222,0.36146533,0.48261654
115,0,0.58655787,0.093906365,0.02498179,0.13094877,0.012397474,0.03405682,0.023685353,0.04271771,0.014687943,0.03606
116,2,0.017127741,0.012628054,0.665688,0.026512012,0.02556909,0.17177364,0.011925815,0.012718473,0.033888146,0.022169003
117,8,0.03154335,0.014033446,0.019314254,0.010527684,0.0725099,0.012505185,0.0073829265,0.015342237,0.75125265,0.06558843
118,7,0.14766389,0.03870191,0.059903003,0.05032667,0.018977823,0.021562422,0.016154326,0.45995238,0.06577286,0.12098469
119,8,0.036805626,0.05224625,0.018255828,0.014507427,0.012426054,0.0064531486,0.009592573,0.014322877,0.81584555,0.019544676
120,3,0.061933655,0.01989097,0.023620907,0.63362086,0.008921607,0.024786448,0.016050784,0.050311327,0.011384512,0.14947896
121,9,0.058982883,0.0043032323,0.014163582,0.019286154,0.013498394,0.026856031,0.0060428423,0.022115307,0.028761812,0.8059898
